id,created_at,text
1192086544275976204,2019-11-06 14:29:14,b'RT @realDonaldTrump: Stock Markets (all three) hit another ALL TIME &amp; HISTORIC HIGH yesterday! You are sooo lucky to have me as your Presid\xe2\x80\xa6'
1192086419310858240,2019-11-06 14:28:44,"b'RT @realDonaldTrump: Thank you to Kurt Volker, U.S. Envoy to Ukraine, who said in his Congressional Testimony, just released, \xe2\x80\x9cYou asked wh\xe2\x80\xa6'"
1192086171251294208,2019-11-06 14:27:45,"b'RT @realDonaldTrump: \xe2\x80\x9cBased on the things I\xe2\x80\x99ve seen, the Democrats have no case, or a weak case, at best. I don\xe2\x80\x99t think there are, or will\xe2\x80\xa6'"
1191779582019391489,2019-11-05 18:09:29,b'RT @realDonaldTrump: A very good start! Please all work hard to get a final deal. https://t.co/IYGeBqQIQ9'
1191719517505949697,2019-11-05 14:10:48,"b'RT @realDonaldTrump: So sad to see what is happening in New York where Governor Cuomo &amp;  Mayor DeBlasio are letting out 900 Criminals, some\xe2\x80\xa6'"
1191719301746741251,2019-11-05 14:09:57,"b'RT @realDonaldTrump: This is the time for Mexico, with the help of the United States, to wage WAR on the drug cartels and wipe them off the\xe2\x80\xa6'"
1191719172176252928,2019-11-05 14:09:26,"b'RT @realDonaldTrump: ....monsters, the United States stands ready, willing &amp; able to get involved and do the job quickly and effectively. T\xe2\x80\xa6'"
1191719064206487553,2019-11-05 14:09:00,"b'RT @realDonaldTrump: A wonderful family and friends from Utah got caught between two vicious drug cartels, who were shooting at each other,\xe2\x80\xa6'"
1191718834950082560,2019-11-05 14:08:05,b'RT @realDonaldTrump: The Do Nothing Dems have gone Radical Left Crazy. The can\xe2\x80\x99t get anything done! https://t.co/wasvWli9jr'
1191415815817568262,2019-11-04 18:04:00,"b'RT @realDonaldTrump: My son, @DonaldJTrumpJr is coming out with a new book, \xe2\x80\x9cTriggered: How the Left Thrives on Hate and Wants to Silence U\xe2\x80\xa6'"
1191391522958299136,2019-11-04 16:27:28,b'RT @WhiteHouse: https://t.co/qZwel1LbwT'
1191372684321599488,2019-11-04 15:12:37,b'RT @realDonaldTrump: All-Time High for Stock Market and all the Fake News wants to talk about is the Impeachment Hoax!'
1191368344240349184,2019-11-04 14:55:22,b'RT @realDonaldTrump: Read the Transcript!'
1191363693046587392,2019-11-04 14:36:53,"b'RT @realDonaldTrump: ....I don\xe2\x80\x99t like him using my name to build his consulting company, or whatever. Please advise his clients and Adminis\xe2\x80\xa6'"
1191363583877226496,2019-11-04 14:36:27,"b'RT @realDonaldTrump: Many people say they know me, claiming to be \xe2\x80\x9cbest friends\xe2\x80\x9d and really close etc., when I don\xe2\x80\x99t know these people at a\xe2\x80\xa6'"
1191352703806517249,2019-11-04 13:53:13,b'RT @realDonaldTrump: Stock Market hits RECORD HIGH. Spend your money well!'
1191352582050078721,2019-11-04 13:52:44,b'RT @realDonaldTrump: \xe2\x80\x9cThere is no Whistleblower. There is someone with an agenda against Donald Trump. What he was blowing the whistle on d\xe2\x80\xa6'
1191352451041054725,2019-11-04 13:52:13,b'RT @realDonaldTrump: The Whistleblower gave false information &amp; dealt with corrupt politician Schiff. He must be brought forward to testify\xe2\x80\xa6'
1191352450948780032,2019-11-04 13:52:13,b'RT @realDonaldTrump: 95% Approval Rating in the Republican Party. Thank you!'
1191352213781831681,2019-11-04 13:51:16,b'RT @realDonaldTrump: What I said on the phone call with the Ukrainian President is \xe2\x80\x9cperfectly\xe2\x80\x9d stated. There is no reason to call witnesses\xe2\x80\xa6'
1191352088682471425,2019-11-04 13:50:46,"b'RT @realDonaldTrump: Mark Levin, a great lawyer and scholar, said last night on his @marklevinshow, that all you have to do is read the tra\xe2\x80\xa6'"
1191321444388491264,2019-11-04 11:49:00,b'RT @realDonaldTrump: Great! But how do you know it was a \xe2\x80\x9cmistweet?\xe2\x80\x9d May be something with deep meaning! https://t.co/00EXMCgQLp'
1191207897713270785,2019-11-04 04:17:49,b'RT @realDonaldTrump: False stories are being reported that a few Republican Senators are saying that President Trump may have done a quid p\xe2\x80\xa6'
1191207796240519169,2019-11-04 04:17:24,b'RT @realDonaldTrump: ....should give their own transcripts of the interviews to contrast with Schiff\xe2\x80\x99s manipulated propaganda. House Republ\xe2\x80\xa6'
1191207664174469120,2019-11-04 04:16:53,"b'RT @realDonaldTrump: If Shifty Adam Schiff, who is a corrupt politician who fraudulently made up what I said on the \xe2\x80\x9ccall,\xe2\x80\x9d is allowed to r\xe2\x80\xa6'"
1191207530992676864,2019-11-04 04:16:21,"b'RT @realDonaldTrump: The Fake News Media is working hard so that information about the Whistleblower\xe2\x80\x99s identity, which may be very bad for\xe2\x80\xa6'"
1191058845281529857,2019-11-03 18:25:32,"b'RT @realDonaldTrump: The Democrats are Fixers, and they are working overtime to FIX the Impeachment \xe2\x80\x9cProcess\xe2\x80\x9d in order to hurt the Republic\xe2\x80\xa6'"
1191033400292978688,2019-11-03 16:44:25,b'RT @realDonaldTrump: The Angry Majority!'
1191033295401889804,2019-11-03 16:44:00,b'RT @realDonaldTrump: Many people listened to my phone call with the Ukrainian President while it was being made. I never heard any complain\xe2\x80\xa6'
1191029389183606784,2019-11-03 16:28:29,b'RT @realDonaldTrump: ....and FEDERAL CONTRACTOR SPIES stories. The finest law enforcement on the planet could not have shown a ROADMAP like\xe2\x80\xa6'
1191029269486538752,2019-11-03 16:28:00,b'RT @realDonaldTrump: \xe2\x80\x9cMorrison testifies he saw nothing wrong with the Trump call.\xe2\x80\x9d @OANN'
1191029269377552384,2019-11-03 16:28:00,b'RT @realDonaldTrump: Thank you to @OANN for the absolutely incredible Special Report narrated by @PearsonSharp. Seldom do the American peop\xe2\x80\xa6'
1191002533587824641,2019-11-03 14:41:46,"b'RT @realDonaldTrump: The Whistleblower got it sooo wrong that HE must come forward. The Fake News Media knows who he is but, being an arm o\xe2\x80\xa6'"
1191002410606563331,2019-11-03 14:41:17,"b'RT @realDonaldTrump: ....putting these massive, and many, fires out. Great firefighters! Also, open up the ridiculously closed water lanes\xe2\x80\xa6'"
1191002289059835906,2019-11-03 14:40:48,"b'RT @realDonaldTrump: ..Every year, as the fire\xe2\x80\x99s rage &amp; California burns, it is the same thing-and then he comes to the Federal Government\xe2\x80\xa6'"
1191002161309765632,2019-11-03 14:40:17,"b'RT @realDonaldTrump: The Governor of California, @GavinNewsom, has done a terrible job of forest management. I told him from the first day\xe2\x80\xa6'"
1191002130972397569,2019-11-03 14:40:10,b'RT @realDonaldTrump: https://t.co/zJ9nW8i3ao'
1191001762951499777,2019-11-03 14:38:42,b'RT @realDonaldTrump: Didn\xe2\x80\x99t he pick the Whistleblower? https://t.co/yalRJr8DgA'
1191001544277319680,2019-11-03 14:37:50,b'RT @realDonaldTrump: Schiff will change the transcripts just like he fraudulently made up the phone call. He is a corrupt politician! https\xe2\x80\xa6'
1191001289347469313,2019-11-03 14:36:49,b'RT @realDonaldTrump: The Whistleblower has disappeared. Where is the Whistleblower?'
1190407786447982593,2019-11-01 23:18:27,b'RT @realDonaldTrump: The Whistleblower must come forward to explain why his account of the phone call with the Ukrainian President was so i\xe2\x80\xa6'
1190407570969812992,2019-11-01 23:17:36,b'RT @realDonaldTrump: You can\xe2\x80\x99t Impeach someone who hasn\xe2\x80\x99t done anything wrong!'
1190384728303554562,2019-11-01 21:46:50,b'RT @realDonaldTrump: Republicans have never been more unified than they are right now! The Dems are a mess under the corrupt leadership of\xe2\x80\xa6'
1190270564541317121,2019-11-01 14:13:11,b'RT @realDonaldTrump: Stock Market up BIG! Record highs for S&amp;P 500 and NASDAQ. Enjoy!'
1190268536838672386,2019-11-01 14:05:07,b'RT @realDonaldTrump: ....@FoxNews  @BillHemmer  The public is watching and seeing for themselves how unfair this process is. Corrupt politi\xe2\x80\xa6'
1190268536834449409,2019-11-01 14:05:07,"b'RT @realDonaldTrump: \xe2\x80\x9cAdam Schiff has taken all of the power for himself. That is very unfair. There were dozens of people on this call, ye\xe2\x80\xa6'"
1190266206953050112,2019-11-01 13:55:52,b'RT @realDonaldTrump: ISIS has a new leader. We know exactly who he is!'
1190262076079591427,2019-11-01 13:39:27,b'RT @realDonaldTrump: \xe2\x80\x9cThe Democrats need more than this.\xe2\x80\x9d @tombrokaw  Much more!'
1190261595378720768,2019-11-01 13:37:32,b'RT @realDonaldTrump: \xe2\x80\x9cThe Democrats are so immersed in this (SCAM). They couldn\xe2\x80\x99t care less about the American people!\xe2\x80\x9d @RushLimbaughEIB'
1190254794415493121,2019-11-01 13:10:31,b'RT @realDonaldTrump: Chicago will never stop its crime wave with the current Superintendent of Police. It just won\xe2\x80\x99t happen! Thank you to K\xe2\x80\xa6'
1190244986119475201,2019-11-01 12:31:33,b'RT @realDonaldTrump: \xe2\x80\x9cIt has been 3 years and Donald Trump hasn\xe2\x80\x99t done anything wrong. Donald Trump hasn\xe2\x80\x99t done a single thing of which he\xe2\x80\xa6'
1190068307237490688,2019-11-01 00:49:29,b'RT @realDonaldTrump: The home of Nancy Pelosi. I can\xe2\x80\x99t believe her voters can be happy with the job she and the Do Nothing Democrats are do\xe2\x80\xa6'
1190038601603698688,2019-10-31 22:51:27,"b'RT @realDonaldTrump: While the Do Nothing Democrats FAIL the American People, and continue the Impeachment Scam, my Administration will con\xe2\x80\xa6'"
1189979519647547392,2019-10-31 18:56:40,b'RT @WhiteHouse: There is serious work to get done on behalf of this country\xe2\x80\x94and Congressional Democrats are blatantly ignoring it. https://\xe2\x80\xa6'
1189979392442880000,2019-10-31 18:56:10,"b'RT @WhiteHouse: ""We released that transcript weeks ago. Anybody who wants to look at the transcript will see that there was nothing done th\xe2\x80\xa6'"
1189969652635570176,2019-10-31 18:17:28,"b'RT @WhiteHouse: While Democrats go on with their impeachment sham, President @realDonaldTrump will continue working for the American people\xe2\x80\xa6'"
1189928562930962433,2019-10-31 15:34:11,b'RT @realDonaldTrump: The Greatest Witch Hunt In American History!'
1189928516244123649,2019-10-31 15:34:00,b'RT @realDonaldTrump: The Impeachment Hoax is hurting our Stock Market. The Do Nothing Democrats don\xe2\x80\x99t care!'
1189916941533757440,2019-10-31 14:48:01,"b'RT @realDonaldTrump: ....our manufacturers. We should have lower interest rates than Germany, Japan and all others. We are now, by far, the\xe2\x80\xa6'"
1189916825267691526,2019-10-31 14:47:33,"b'RT @realDonaldTrump: People are VERY disappointed in Jay Powell and the Federal Reserve. The Fed has called it wrong from the beginning, to\xe2\x80\xa6'"
1189899891415420929,2019-10-31 13:40:16,"b'RT @realDonaldTrump: China and the USA are working on selecting a new site for signing of Phase One of Trade Agreement, about 60% of total\xe2\x80\xa6'"
1189893353116196865,2019-10-31 13:14:17,b'RT @realDonaldTrump: Thank you Matt. https://t.co/vDZqYIrgBy'
1189893353082626049,2019-10-31 13:14:17,b'RT @TVNewsHQ: Watch: \xe2\x80\x9cJoe Biden is the wrongest person on earth to be talking about al-Baghdadi\xe2\x80\x99s raid. He\xe2\x80\x99s the man who opposed the raid a\xe2\x80\xa6'
1189893016057724929,2019-10-31 13:12:56,"b'RT @realDonaldTrump: .....to any President, of either party, again. Laura @IngrahamAngle'"
1189892869315813376,2019-10-31 13:12:21,"b'RT @realDonaldTrump: ...never be allowed to roll into a winter showtrial. Indeed, allowing a long, drawn out trial in the Senate would mere\xe2\x80\xa6'"
1189892756266790913,2019-10-31 13:11:54,"b'RT @realDonaldTrump: .....the Dems have selectively leaked. Nor was there any corrupt intent on the part of the President. Remember, the Pr\xe2\x80\xa6'"
1189892643658043392,2019-10-31 13:11:28,b'RT @realDonaldTrump: \xe2\x80\x9cNow is the time for Republicans to stand together and defend the leader of their party against these smears. It would\xe2\x80\xa6'
1189892528012742657,2019-10-31 13:11:00,b'RT @realDonaldTrump: Congratulations to the Washington Nationals on a great season and an incredible World Series. Game 7 was amazing! @Nat\xe2\x80\xa6'
1189892396106092544,2019-10-31 13:10:29,"b'RT @realDonaldTrump: Thank you Daily Wire. Very cute recreation, but the \xe2\x80\x9clive\xe2\x80\x9d version of Conan will be leaving the Middle East for the Wh\xe2\x80\xa6'"
1189892379165306880,2019-10-31 13:10:24,b'RT @realDonaldTrump: The Do Nothing Democrats have gone Crazy. Very bad for USA! https://t.co/3zApgOOA7I'
1189892243685085184,2019-10-31 13:09:52,"b'RT @realDonaldTrump: ""The Democrats have been on this path for 3 years. The first headline I saw...before the President was sworn in was th\xe2\x80\xa6'"
1189642626598875137,2019-10-30 20:37:59,"b'RT @realDonaldTrump: \xe2\x80\x9cAdam Schiff\xe2\x80\x99s drive to impeach Trump based on opinions, deception and illusions \xe2\x80\x93 Not facts\xe2\x80\x9d @GreggJarrett https://t.\xe2\x80\xa6'"
1189603121716219904,2019-10-30 18:01:00,b'RT @realDonaldTrump: AMERICAN HERO! https://t.co/XCCa2sGfsZ'
1189597704911052800,2019-10-30 17:39:29,"b'RT @realDonaldTrump: Thank you @GM, @FiatChrysler_NA, @Toyota, and @GloblAutomkrs for standing with us for Better, Cheaper, Safer Cars for\xe2\x80\xa6'"
1189575838917971968,2019-10-30 16:12:35,"b'RT @realDonaldTrump: \xe2\x80\x9cPrecisely the same program that the Democrats are trying to  Impeach President Trump for supposedly slow walking, tom\xe2\x80\xa6'"
1189550832301281280,2019-10-30 14:33:13,b'RT @realDonaldTrump: Yesterday\xe2\x80\x99s Never Trumper witness could find NO Quid Pro Quo in the Transcript of the phone call. There were many peop\xe2\x80\xa6'
1189550699639640065,2019-10-30 14:32:42,b'RT @realDonaldTrump: A Federal Judge is allowing the Nick Sandman libel suit to move forward against the thoroughly disgusting Washington P\xe2\x80\xa6'
1189550581951750144,2019-10-30 14:32:14,b'RT @realDonaldTrump: \xe2\x80\x9cIt does appear it has to do with Nancy Pelosi retaining her Speakership in the next Congress. She would like that so\xe2\x80\xa6'
1189507184041844736,2019-10-30 11:39:47,b'RT @realDonaldTrump: The Greatest Economy in American History!'
1189506800388923392,2019-10-30 11:38:15,"b'RT @realDonaldTrump: .....the call with the Ukrainian President was a totally appropriate one. As he said, \xe2\x80\x9cNo Pressure.\xe2\x80\x9d This Impeachment\xe2\x80\xa6'"
1189506673754497025,2019-10-30 11:37:45,"b'RT @realDonaldTrump: Republicans are very unified and energized in our fight on the Impeachment Hoax with the Do Nothing Democrats, and now\xe2\x80\xa6'"
1189211727231143936,2019-10-29 16:05:44,b'RT @realDonaldTrump: Nervous Nancy Pelosi is doing everything possible to destroy the Republican Party. Our Polls show that it is going to\xe2\x80\xa6'
1189211648394977280,2019-10-29 16:05:26,b'RT @realDonaldTrump: \xe2\x80\x9cOver in Europe and Japan they have NEGATIVE RATES. They get paid to borrow money. Don\xe2\x80\x99t we have to follow our competi\xe2\x80\xa6'
1189183588484440065,2019-10-29 14:13:56,b'RT @realDonaldTrump: Consumer Confidence number very good. Housing sales in September up nicely. Economy Rocks!'
1189177815087927301,2019-10-29 13:50:59,b'RT @realDonaldTrump: Just confirmed that Abu Bakr al-Baghdadi\xe2\x80\x99s number one replacement has been terminated by American troops. Most likely\xe2\x80\xa6'
1189170357397270532,2019-10-29 13:21:21,"b'RT @realDonaldTrump: 95% Approval Rating in the Republican Party, a record. Thank you!'"
1189168800580689922,2019-10-29 13:15:10,"b'RT @realDonaldTrump: Supposedly, according to the Corrupt Media, the Ukraine call \xe2\x80\x9cconcerned\xe2\x80\x9d today\xe2\x80\x99s Never Trumper witness. Was he on the\xe2\x80\xa6'"
1189168661535301633,2019-10-29 13:14:37,b'RT @realDonaldTrump: How many more Never Trumpers will be allowed to testify about a perfectly appropriate phone call when all anyone has t\xe2\x80\xa6'
1189168437299482625,2019-10-29 13:13:43,"b'RT @realDonaldTrump: The Do Nothing Democrats are working hard to make everyone forget the Best Economy Ever, the monumental weekend raid,\xe2\x80\xa6'"
1189168264007573504,2019-10-29 13:13:02,"b'RT @realDonaldTrump: Where\xe2\x80\x99s the Whistleblower? Just read the Transcript, everything else is made up garbage by Shifty Schiff and the Never\xe2\x80\xa6'"
1189032363663220738,2019-10-29 04:13:01,"b'RT @realDonaldTrump: \xe2\x80\x9cThis is a big win for America, and also for President Trump.\xe2\x80\x9d @nypost'"
1189032131227455490,2019-10-29 04:12:05,"b'RT @realDonaldTrump: The only crimes in the Impeachment Hoax were committed by Shifty Adam Schiff, when he totally made up my phone convers\xe2\x80\xa6'"
1189031989392953346,2019-10-29 04:11:32,b'RT @realDonaldTrump: \xe2\x80\x9cAmericans know by now that the Impeachment inquiry is just another hoax and silent coup to remove the President from\xe2\x80\xa6'
1189031989376094209,2019-10-29 04:11:32,"b'RT @realDonaldTrump: \xe2\x80\x9cThere is no underlying crime in that transcript.\xe2\x80\x9d @IngrahamAngle  100% correct, and the Whistleblower disappeared aft\xe2\x80\xa6'"
1188930150127329281,2019-10-28 21:26:51,"b'RT @realDonaldTrump: Can you believe that Shifty Adam Schiff, the biggest leaker in D.C., and a corrupt politician, is upset that we didn\xe2\x80\x99t\xe2\x80\xa6'"
1188909278054236161,2019-10-28 20:03:55,b'RT @realDonaldTrump: We have declassified a picture of the wonderful dog (name not declassified) that did such a GREAT JOB in capturing and\xe2\x80\xa6'
1188904565409828864,2019-10-28 19:45:11,b'RT @WhiteHouse: President @realDonaldTrump is establishing the first commission on law enforcement in half a century! https://t.co/ALk8GlX5\xe2\x80\xa6'
1188891141627940867,2019-10-28 18:51:51,b'RT @realDonaldTrump: An AMAZING CHAMPION. Great going Tiger! @TigerWoods https://t.co/GdmcpMG42s'
1188890916389642246,2019-10-28 18:50:57,"b'RT @WhiteHouse: .@CBPMarkMorgan: ""Every town, every city, every state, is a border town, a border city, and a border state.\n\nWith every mil\xe2\x80\xa6'"
1188873192242319368,2019-10-28 17:40:31,"b'RT @WhiteHouse: President @realDonaldTrump will never put criminals, including criminal aliens, before law-abiding American citizens. https\xe2\x80\xa6'"
1188870774762987522,2019-10-28 17:30:55,b'RT @WhiteHouse: An attack on law enforcement is an attack on all Americans. https://t.co/Jt0AJUlE4E'
1188867059804966912,2019-10-28 17:16:09,"b""RT @WhiteHouse: This Administration stands up for law enforcement.\n\nWe condemn anti-police bias in all forms.\n\nWe're giving our LEOs the su\xe2\x80\xa6"""
1188863736888606722,2019-10-28 17:02:57,"b'RT @WhiteHouse: Just now, President @realDonaldTrump joined thousands of law enforcement officers at #IACP2019! https://t.co/Xg3q3I75Bo'"
1188813582408077313,2019-10-28 13:43:39,"b'RT @realDonaldTrump: The S&amp;P just hit an ALL TIME HIGH. This is a big win for jobs, 401-K\xe2\x80\x99s, and, frankly, EVERYONE! Our Country is doing g\xe2\x80\xa6'"
1188567752111472641,2019-10-27 21:26:49,b'RT @realDonaldTrump: Thank you to @MarthaRaddatz and @TerryMoran for a job well done! https://t.co/mcHjqX1K2L'
1188494388726513667,2019-10-27 16:35:18,"b""RT @WhiteHouse: Abu Bakr al-Baghdadi has been on the run for many years.\n\nOn President @realDonaldTrump's watch, we've obliterated him and\xe2\x80\xa6"""
1188494388688838656,2019-10-27 16:35:18,"b'RT @WhiteHouse: Abu Bakr al-Baghdadi was violently eliminated last night. He will never again harm another innocent man, woman, or child.\xe2\x80\xa6'"
1188494388663652352,2019-10-27 16:35:18,"b'RT @WhiteHouse: Thank you to the service members, military leaders, and agency officials who were critical to the success of this mission.\xe2\x80\xa6'"
1188494270489120773,2019-10-27 16:34:49,"b'RT @WhiteHouse: ""Terrorists who oppress and murder innocent people should never sleep soundly, knowing that we will completely destroy them\xe2\x80\xa6'"
1188494270296199168,2019-10-27 16:34:49,"b'RT @WhiteHouse: ""He didn\'t die a hero. He died a coward."" https://t.co/mxj8aoMLwO'"
1188494270099009536,2019-10-27 16:34:49,b'RT @WhiteHouse: No personnel were lost in this operation. https://t.co/KHBXDRcLFD'
1188494168814960645,2019-10-27 16:34:25,"b""RT @WhiteHouse: Baghdadi's demise demonstrates our commitment to the enduring and total defeat of ISIS and other terrorist organizations. h\xe2\x80\xa6"""
1188494063198179329,2019-10-27 16:34:00,"b""RT @WhiteHouse: President @realDonaldTrump just delivered a major announcement: the world's #1 terrorist leader has been brought to justice\xe2\x80\xa6"""
1188493674809905152,2019-10-27 16:32:27,b'RT @realDonaldTrump: https://t.co/7esnNSoa5D'
1188415098240536577,2019-10-27 11:20:13,"b'RT @realDonaldTrump: As Diwali commences, @FLOTUS Melania and I wish those observing the Festival of Lights a blessed and happy celebration\xe2\x80\xa6'"
1188414994511257600,2019-10-27 11:19:49,b'RT @realDonaldTrump: Something very big has just happened!'
1188307546140037121,2019-10-27 04:12:51,b'RT @realDonaldTrump: Where\xe2\x80\x99s the Whistleblower?'
1188304433546956800,2019-10-27 04:00:29,"b'RT @realDonaldTrump: The Fake Washington Post keeps doing phony stories, with zero sources, that I am concerned with the Impeachment scam.\xe2\x80\xa6'"
1188302436819243011,2019-10-27 03:52:33,b'RT @realDonaldTrump: ....We should all work together to clean up these hazardous waste and homeless sites before the whole city rots away.\xe2\x80\xa6'
1188302018840006656,2019-10-27 03:50:53,b'RT @realDonaldTrump: I can\xe2\x80\x99t believe that Nancy Pelosi\xe2\x80\x99s District in San Francisco is in such horrible shape that the City itself is in vio\xe2\x80\xa6'
1188284272412692481,2019-10-27 02:40:22,"b'RT @realDonaldTrump: \xe2\x80\x9cNot a single American citizen has been charged with anything related to Russian Collusion, not one person.\xe2\x80\x9d @TuckerCa\xe2\x80\xa6'"
1188261026862686209,2019-10-27 01:08:00,b'RT @realDonaldTrump: https://t.co/zDEOQfpvk1 https://t.co/Bxpt7nQTjG'
1188239388351836160,2019-10-26 23:42:01,"b'RT @realDonaldTrump: ....The entire Impeachment Scam was based on my perfect Ukrainian call, and the Whistleblowers account of that call, w\xe2\x80\xa6'"
1188239264288514049,2019-10-26 23:41:31,b'RT @realDonaldTrump: Democrats just announced that they no longer want the Whistleblower to testify. But everything was about the Whistlebl\xe2\x80\xa6'
1188222989411725317,2019-10-26 22:36:51,b'RT @realDonaldTrump: ....USA has gained Trillions of Dollars in wealth since November 2016. All others way down. Our power is Economic befo\xe2\x80\xa6'
1188222989403340803,2019-10-26 22:36:51,b'RT @realDonaldTrump: ....COMING HOME! We were supposed to be there for 30 days - That was 10 years ago. When these pundit fools who have ca\xe2\x80\xa6'
1188222860923461633,2019-10-26 22:36:20,b'RT @realDonaldTrump: Turkey fully understands not to fire on the Kurds as they leave what will be known as the Safe Zone for other fairly n\xe2\x80\xa6'
1188222745965977602,2019-10-26 22:35:53,"b'RT @realDonaldTrump: Where is the Whistleblower, and why did he or she write such a fictitious and incorrect account of my phone call with\xe2\x80\xa6'"
1188221986620825601,2019-10-26 22:32:52,"b'RT @realDonaldTrump: The Never Trumper Republicans, though on respirators with not many left, are in certain ways worse and more dangerous\xe2\x80\xa6'"
1187064995915456512,2019-10-23 17:55:24,"b'RT @WhiteHouse: How many Americans must die in the midst of ancient sectarian and tribal conflicts? \n\n""After all of the precious blood and\xe2\x80\xa6'"
1187064993537286144,2019-10-23 17:55:23,"b'RT @WhiteHouse: ""We were supposed to be there for 30 days, that was almost 10 years ago."" https://t.co/d5n6y5GQ0L'"
1187064890990759936,2019-10-23 17:54:59,b'RT @WhiteHouse: President @realDonaldTrump just announced a major breakthrough toward achieving a better future for Syria and the Middle Ea\xe2\x80\xa6'
1187064890789449728,2019-10-23 17:54:59,"b'RT @WhiteHouse: ""Eight long years after President Obama\'s ill-fated push at regime change, U.S. troops are still on the ground in Syria. Mo\xe2\x80\xa6'"
1186603903875502082,2019-10-22 11:23:11,"b'RT @realDonaldTrump: \xe2\x80\x9cI thought a very revealing poll was done by The New York Times. By about a 10 point margin, those in battleground sta\xe2\x80\xa6'"
1186603863345913856,2019-10-22 11:23:01,"b'RT @realDonaldTrump: \xe2\x80\x9cThe Ambassador to the European Union has already testified, he said there was no quid pro quo. He said the President\xe2\x80\xa6'"
1186603827111313413,2019-10-22 11:22:53,b'RT @realDonaldTrump: Congratulations to @JustinTrudeau on a wonderful and hard fought victory. Canada is well served. I look forward to wor\xe2\x80\xa6'
1186420824208826368,2019-10-21 23:15:41,b'RT @realDonaldTrump: Will be interviewed by @seanhannity tonight at 9:00 P.M. on @FoxNews. Enjoy!'
1186146791319842817,2019-10-21 05:06:47,b'RT @realDonaldTrump: https://t.co/oSn6amjZo4'
1186146775708717062,2019-10-21 05:06:43,b'RT @realDonaldTrump: https://t.co/R3Chppjx6S'
1186146760210735105,2019-10-21 05:06:39,b'RT @realDonaldTrump: https://t.co/6sKKniiOfE'
1186146551422431232,2019-10-21 05:05:50,"b'RT @realDonaldTrump: \xe2\x80\x9cTo the Democrats, Impeachment is partisan politics dressed up as principle.\xe2\x80\x9d @SteveHiltonx @FoxNews'"
1186051727868530688,2019-10-20 22:49:02,"b'RT @realDonaldTrump: So interesting that, when I announced Trump National Doral in Miami would be used for the hosting of the G-7, and then\xe2\x80\xa6'"
1186051700962017280,2019-10-20 22:48:55,"b'RT @realDonaldTrump: ....fiction to Congress and the American People?  I demand his deposition. He is a fraud, just like the Russia Hoax wa\xe2\x80\xa6'"
1186051679533391873,2019-10-20 22:48:50,b'RT @realDonaldTrump: ....because their so-called story didn\xe2\x80\x99t come even close to matching up with the exact transcript of the phone call. W\xe2\x80\xa6'
1186051662215077888,2019-10-20 22:48:46,"b'RT @realDonaldTrump: This Scam going on right now by the Democrats against the Republican Party, and me, was all about a perfect phone call\xe2\x80\xa6'"
1186051607601045505,2019-10-20 22:48:33,"b'RT @realDonaldTrump: Pelosi is now leading a delegation of 9, including Corrupt Adam Schiff, to Jordan to check out Syria. She should find\xe2\x80\xa6'"
1185879235438743552,2019-10-20 11:23:36,"b'RT @realDonaldTrump: So now Crooked Hillary is at it again! She is calling Congresswoman Tulsi Gabbard \xe2\x80\x9ca Russian favorite,\xe2\x80\x9d and Jill Stein\xe2\x80\xa6'"
1185879161639968769,2019-10-20 11:23:19,b'RT @realDonaldTrump: https://t.co/dNfXkc8uUG'
1185878987391885314,2019-10-20 11:22:37,"b'RT @realDonaldTrump: ....Therefore, based on both Media &amp; Democrat Crazed and Irrational Hostility, we will no longer consider Trump Nation\xe2\x80\xa6'"
1185878963060641794,2019-10-20 11:22:32,b'RT @realDonaldTrump: .....its own 50 to 70 unit building. Would set up better than other alternatives. I announced that I would be willing\xe2\x80\xa6'
1185878938947608576,2019-10-20 11:22:26,"b'RT @realDonaldTrump: I thought I was doing something very good for our Country by using Trump National Doral, in Miami, for hosting the G-7\xe2\x80\xa6'"
1185878776892276736,2019-10-20 11:21:47,b'RT @realDonaldTrump: \xe2\x80\x9cThe President never told me to withhold any money until the Ukrainians did anything related to the server. The only r\xe2\x80\xa6'
1185645972803768321,2019-10-19 19:56:42,"b'RT @realDonaldTrump: Crooked Hillary Clinton just called the respected environmentalist and Green Party candidate, Jill Stein, a \xe2\x80\x9cRussian A\xe2\x80\xa6'"
1185645940021104647,2019-10-19 19:56:34,b'RT @realDonaldTrump: It is ONLY about this! https://t.co/ZB5xPDKs4b'
1185645888317853700,2019-10-19 19:56:22,"b'RT @realDonaldTrump: Just another FAKE SUPPRESSION POLL, this time from @FoxNews, of course! https://t.co/x8lYVE7QCo'"
1185598387422486530,2019-10-19 16:47:37,"b'RT @realDonaldTrump: Such a disgrace that the Do Nothing Democrats are doing just as their name suggests, Doing Nothing! USMCA anyone?'"
1185535100416614400,2019-10-19 12:36:08,b'RT @realDonaldTrump: #StopTheCoup'
1185527476098875393,2019-10-19 12:05:50,"b'RT @realDonaldTrump: Susan Rice, who was a disaster to President Obama as National Security Advisor, is now telling us her opinion on what\xe2\x80\xa6'"
1185389511364284417,2019-10-19 02:57:37,"b'RT @realDonaldTrump: Congressman Michael McCaul, \xe2\x80\x9cSchiff\xe2\x80\x99s inquiry defies Democracy.\xe2\x80\x9d @FoxNews @seanhannity'"
